section,object_name,detail_type,details
S22_pg_constraints,documents.documents_source_type_check,pg_constraint,"{""table_name"":""documents"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""documents_source_type_check"",""constraint_type"":""c"",""constraint_definition"":""CHECK (source_type IS NULL OR (source_type = ANY (ARRAY['upload'::text, 'recording'::text])))""}"
S22_pg_constraints,documents.documents_subject_id_fkey,pg_constraint,"{""table_name"":""documents"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""documents_subject_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (subject_id) REFERENCES subjects(id) ON DELETE SET NULL""}"
S22_pg_constraints,documents.documents_user_id_fkey,pg_constraint,"{""table_name"":""documents"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""documents_user_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE""}"
S22_pg_constraints,generation_jobs.generation_jobs_document_id_fkey,pg_constraint,"{""table_name"":""generation_jobs"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""generation_jobs_document_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE""}"
S22_pg_constraints,generation_jobs.generation_jobs_pkey,pg_constraint,"{""table_name"":""generation_jobs"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""generation_jobs_pkey"",""constraint_type"":""p"",""constraint_definition"":""PRIMARY KEY (id)""}"
S22_pg_constraints,generation_jobs.generation_jobs_status_check,pg_constraint,"{""table_name"":""generation_jobs"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""generation_jobs_status_check"",""constraint_type"":""c"",""constraint_definition"":""CHECK (status = ANY (ARRAY['queued'::text, 'processing'::text, 'completed'::text, 'failed'::text, 'cancelled'::text]))""}"
S22_pg_constraints,generation_jobs.generation_jobs_type_check,pg_constraint,"{""table_name"":""generation_jobs"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""generation_jobs_type_check"",""constraint_type"":""c"",""constraint_definition"":""CHECK (job_type = ANY (ARRAY['visuals'::text, 'flashcards'::text, 'quiz'::text, 'revision_notes'::text, 'analysis'::text]))""}"
S22_pg_constraints,generation_jobs.generation_jobs_user_id_fkey,pg_constraint,"{""table_name"":""generation_jobs"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""generation_jobs_user_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE""}"
S22_pg_constraints,study_visuals.study_visuals_document_id_fkey,pg_constraint,"{""table_name"":""study_visuals"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""study_visuals_document_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE""}"
S22_pg_constraints,study_visuals.study_visuals_document_id_user_id_key,pg_constraint,"{""table_name"":""study_visuals"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""study_visuals_document_id_user_id_key"",""constraint_type"":""u"",""constraint_definition"":""UNIQUE (document_id, user_id)""}"
S22_pg_constraints,study_visuals.study_visuals_pkey,pg_constraint,"{""table_name"":""study_visuals"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""study_visuals_pkey"",""constraint_type"":""p"",""constraint_definition"":""PRIMARY KEY (id)""}"
S22_pg_constraints,study_visuals.study_visuals_user_id_fkey,pg_constraint,"{""table_name"":""study_visuals"",""condeferred"":false,""condeferrable"":false,""constraint_name"":""study_visuals_user_id_fkey"",""constraint_type"":""f"",""constraint_definition"":""FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE""}"
S24_study_visuals_columns,study_visuals.created_at,column,"{""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""column_name"":""created_at"",""is_nullable"":""NO"",""column_default"":""now()"",""ordinal_position"":6}"
S24_study_visuals_columns,study_visuals.document_id,column,"{""udt_name"":""uuid"",""data_type"":""uuid"",""column_name"":""document_id"",""is_nullable"":""NO"",""column_default"":null,""ordinal_position"":2}"
S24_study_visuals_columns,study_visuals.id,column,"{""udt_name"":""uuid"",""data_type"":""uuid"",""column_name"":""id"",""is_nullable"":""NO"",""column_default"":""gen_random_uuid()"",""ordinal_position"":1}"
S24_study_visuals_columns,study_visuals.model,column,"{""udt_name"":""text"",""data_type"":""text"",""column_name"":""model"",""is_nullable"":""NO"",""column_default"":""'gpt-4o-mini'::text"",""ordinal_position"":5}"
S24_study_visuals_columns,study_visuals.user_id,column,"{""udt_name"":""uuid"",""data_type"":""uuid"",""column_name"":""user_id"",""is_nullable"":""NO"",""column_default"":null,""ordinal_position"":3}"
S24_study_visuals_columns,study_visuals.visuals,column,"{""udt_name"":""jsonb"",""data_type"":""jsonb"",""column_name"":""visuals"",""is_nullable"":""NO"",""column_default"":""'[]'::jsonb"",""ordinal_position"":4}"
S26_schema_summary,schema_summary,count,"{""public_view_count"":0,""public_table_count"":21,""public_function_count"":5}"
S27_final_verification,transaction_verification,verification,"{""note"":""ROLLBACK follows — confirms read-only mode; no writes executed"",""transaction_read_only"":""on""}"
S3_revision_columns_d11,document_analysis.created_at,revision_column,"{""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""table_name"":""document_analysis"",""column_name"":""created_at"",""is_nullable"":""NO"",""column_default"":""now()"",""ordinal_position"":15}"
S3_revision_columns_d11,documents.created_at,revision_column,"{""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""table_name"":""documents"",""column_name"":""created_at"",""is_nullable"":""YES"",""column_default"":""now()"",""ordinal_position"":7}"
S4_primary_keys,document_analysis.document_analysis_pkey,primary_key,"{""table_name"":""document_analysis"",""column_name"":""id"",""constraint_name"":""document_analysis_pkey"",""ordinal_position"":1}"
S4_primary_keys,documents.documents_pkey,primary_key,"{""table_name"":""documents"",""column_name"":""id"",""constraint_name"":""documents_pkey"",""ordinal_position"":1}"
S4_primary_keys,generation_jobs.generation_jobs_pkey,primary_key,"{""table_name"":""generation_jobs"",""column_name"":""id"",""constraint_name"":""generation_jobs_pkey"",""ordinal_position"":1}"
S4_primary_keys,study_visuals.study_visuals_pkey,primary_key,"{""table_name"":""study_visuals"",""column_name"":""id"",""constraint_name"":""study_visuals_pkey"",""ordinal_position"":1}"
S5_unique_constraints,study_visuals.study_visuals_document_id_user_id_key,unique_constraint,"{""table_name"":""study_visuals"",""column_name"":""document_id"",""constraint_name"":""study_visuals_document_id_user_id_key"",""ordinal_position"":1}"
S5_unique_constraints,study_visuals.study_visuals_document_id_user_id_key,unique_constraint,"{""table_name"":""study_visuals"",""column_name"":""user_id"",""constraint_name"":""study_visuals_document_id_user_id_key"",""ordinal_position"":2}"
S6_foreign_keys,document_analysis.document_analysis_document_id_fkey,foreign_key,"{""table_name"":""document_analysis"",""column_name"":""document_id"",""delete_rule"":""CASCADE"",""update_rule"":""NO ACTION"",""constraint_name"":""document_analysis_document_id_fkey"",""ordinal_position"":1,""referenced_table"":""documents"",""referenced_column"":""id""}"
S6_foreign_keys,documents.documents_source_recording_id_fkey,foreign_key,"{""table_name"":""documents"",""column_name"":""source_recording_id"",""delete_rule"":""SET NULL"",""update_rule"":""NO ACTION"",""constraint_name"":""documents_source_recording_id_fkey"",""ordinal_position"":1,""referenced_table"":""recordings"",""referenced_column"":""id""}"
S6_foreign_keys,documents.documents_subject_id_fkey,foreign_key,"{""table_name"":""documents"",""column_name"":""subject_id"",""delete_rule"":""SET NULL"",""update_rule"":""NO ACTION"",""constraint_name"":""documents_subject_id_fkey"",""ordinal_position"":1,""referenced_table"":""subjects"",""referenced_column"":""id""}"
S6_foreign_keys,generation_jobs.generation_jobs_document_id_fkey,foreign_key,"{""table_name"":""generation_jobs"",""column_name"":""document_id"",""delete_rule"":""CASCADE"",""update_rule"":""NO ACTION"",""constraint_name"":""generation_jobs_document_id_fkey"",""ordinal_position"":1,""referenced_table"":""documents"",""referenced_column"":""id""}"
S6_foreign_keys,study_visuals.study_visuals_document_id_fkey,foreign_key,"{""table_name"":""study_visuals"",""column_name"":""document_id"",""delete_rule"":""CASCADE"",""update_rule"":""NO ACTION"",""constraint_name"":""study_visuals_document_id_fkey"",""ordinal_position"":1,""referenced_table"":""documents"",""referenced_column"":""id""}"
S7_check_constraints,document_analysis.2200_25775_10_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""formulas IS NOT NULL"",""constraint_name"":""2200_25775_10_not_null""}"
S7_check_constraints,document_analysis.2200_25775_11_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""examples IS NOT NULL"",""constraint_name"":""2200_25775_11_not_null""}"
S7_check_constraints,document_analysis.2200_25775_12_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""keywords IS NOT NULL"",""constraint_name"":""2200_25775_12_not_null""}"
S7_check_constraints,document_analysis.2200_25775_13_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""likely_exam_topics IS NOT NULL"",""constraint_name"":""2200_25775_13_not_null""}"
S7_check_constraints,document_analysis.2200_25775_14_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""model IS NOT NULL"",""constraint_name"":""2200_25775_14_not_null""}"
S7_check_constraints,document_analysis.2200_25775_15_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""created_at IS NOT NULL"",""constraint_name"":""2200_25775_15_not_null""}"
S7_check_constraints,document_analysis.2200_25775_16_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""learning_objectives IS NOT NULL"",""constraint_name"":""2200_25775_16_not_null""}"
S7_check_constraints,document_analysis.2200_25775_17_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""misconceptions IS NOT NULL"",""constraint_name"":""2200_25775_17_not_null""}"
S7_check_constraints,document_analysis.2200_25775_18_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""relationships IS NOT NULL"",""constraint_name"":""2200_25775_18_not_null""}"
S7_check_constraints,document_analysis.2200_25775_19_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""prerequisites IS NOT NULL"",""constraint_name"":""2200_25775_19_not_null""}"
S7_check_constraints,document_analysis.2200_25775_1_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""id IS NOT NULL"",""constraint_name"":""2200_25775_1_not_null""}"
S7_check_constraints,document_analysis.2200_25775_20_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""tables IS NOT NULL"",""constraint_name"":""2200_25775_20_not_null""}"
S7_check_constraints,document_analysis.2200_25775_2_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""document_id IS NOT NULL"",""constraint_name"":""2200_25775_2_not_null""}"
S7_check_constraints,document_analysis.2200_25775_3_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""user_id IS NOT NULL"",""constraint_name"":""2200_25775_3_not_null""}"
S7_check_constraints,document_analysis.2200_25775_4_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""subject_area IS NOT NULL"",""constraint_name"":""2200_25775_4_not_null""}"
S7_check_constraints,document_analysis.2200_25775_5_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""difficulty_level IS NOT NULL"",""constraint_name"":""2200_25775_5_not_null""}"
S7_check_constraints,document_analysis.2200_25775_7_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""sections IS NOT NULL"",""constraint_name"":""2200_25775_7_not_null""}"
S7_check_constraints,document_analysis.2200_25775_8_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""key_concepts IS NOT NULL"",""constraint_name"":""2200_25775_8_not_null""}"
S7_check_constraints,document_analysis.2200_25775_9_not_null,check_constraint,"{""table_name"":""document_analysis"",""check_clause"":""definitions IS NOT NULL"",""constraint_name"":""2200_25775_9_not_null""}"
S7_check_constraints,documents.2200_17796_1_not_null,check_constraint,"{""table_name"":""documents"",""check_clause"":""id IS NOT NULL"",""constraint_name"":""2200_17796_1_not_null""}"
S7_check_constraints,documents.2200_17796_3_not_null,check_constraint,"{""table_name"":""documents"",""check_clause"":""title IS NOT NULL"",""constraint_name"":""2200_17796_3_not_null""}"
S7_check_constraints,documents.documents_source_type_check,check_constraint,"{""table_name"":""documents"",""check_clause"":""((source_type IS NULL) OR (source_type = ANY (ARRAY['upload'::text, 'recording'::text])))"",""constraint_name"":""documents_source_type_check""}"
S7_check_constraints,generation_jobs.2200_26459_10_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""created_at IS NOT NULL"",""constraint_name"":""2200_26459_10_not_null""}"
S7_check_constraints,generation_jobs.2200_26459_11_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""updated_at IS NOT NULL"",""constraint_name"":""2200_26459_11_not_null""}"
S7_check_constraints,generation_jobs.2200_26459_1_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""id IS NOT NULL"",""constraint_name"":""2200_26459_1_not_null""}"
S7_check_constraints,generation_jobs.2200_26459_2_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""user_id IS NOT NULL"",""constraint_name"":""2200_26459_2_not_null""}"
S7_check_constraints,generation_jobs.2200_26459_4_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""job_type IS NOT NULL"",""constraint_name"":""2200_26459_4_not_null""}"
S7_check_constraints,generation_jobs.2200_26459_5_not_null,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""status IS NOT NULL"",""constraint_name"":""2200_26459_5_not_null""}"
S7_check_constraints,generation_jobs.generation_jobs_status_check,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""(status = ANY (ARRAY['queued'::text, 'processing'::text, 'completed'::text, 'failed'::text, 'cancelled'::text]))"",""constraint_name"":""generation_jobs_status_check""}"
S7_check_constraints,generation_jobs.generation_jobs_type_check,check_constraint,"{""table_name"":""generation_jobs"",""check_clause"":""(job_type = ANY (ARRAY['visuals'::text, 'flashcards'::text, 'quiz'::text, 'revision_notes'::text, 'analysis'::text]))"",""constraint_name"":""generation_jobs_type_check""}"
S7_check_constraints,study_visuals.2200_26033_1_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""id IS NOT NULL"",""constraint_name"":""2200_26033_1_not_null""}"
S7_check_constraints,study_visuals.2200_26033_2_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""document_id IS NOT NULL"",""constraint_name"":""2200_26033_2_not_null""}"
S7_check_constraints,study_visuals.2200_26033_3_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""user_id IS NOT NULL"",""constraint_name"":""2200_26033_3_not_null""}"
S7_check_constraints,study_visuals.2200_26033_4_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""visuals IS NOT NULL"",""constraint_name"":""2200_26033_4_not_null""}"
S7_check_constraints,study_visuals.2200_26033_5_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""model IS NOT NULL"",""constraint_name"":""2200_26033_5_not_null""}"
S7_check_constraints,study_visuals.2200_26033_6_not_null,check_constraint,"{""table_name"":""study_visuals"",""check_clause"":""created_at IS NOT NULL"",""constraint_name"":""2200_26033_6_not_null""}"
S8_indexes,document_analysis.document_analysis_pkey,index,"{""columns"":""id"",""is_unique"":true,""expression"":null,""index_name"":""document_analysis_pkey"",""is_partial"":false,""is_primary"":true,""table_name"":""document_analysis"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,document_analysis.idx_document_analysis_document_id,index,"{""columns"":""document_id"",""is_unique"":false,""expression"":null,""index_name"":""idx_document_analysis_document_id"",""is_partial"":false,""is_primary"":false,""table_name"":""document_analysis"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,document_analysis.idx_document_analysis_user_id,index,"{""columns"":""user_id"",""is_unique"":false,""expression"":null,""index_name"":""idx_document_analysis_user_id"",""is_partial"":false,""is_primary"":false,""table_name"":""document_analysis"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,documents.documents_pkey,index,"{""columns"":""id"",""is_unique"":true,""expression"":null,""index_name"":""documents_pkey"",""is_partial"":false,""is_primary"":true,""table_name"":""documents"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,documents.documents_source_recording_unique,index,"{""columns"":""source_recording_id"",""is_unique"":true,""expression"":null,""index_name"":""documents_source_recording_unique"",""is_partial"":true,""is_primary"":false,""table_name"":""documents"",""index_method"":""btree"",""partial_predicate"":""(source_recording_id IS NOT NULL)""}"
S8_indexes,documents.documents_subject_id_idx,index,"{""columns"":""subject_id"",""is_unique"":false,""expression"":null,""index_name"":""documents_subject_id_idx"",""is_partial"":false,""is_primary"":false,""table_name"":""documents"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,generation_jobs.generation_jobs_pkey,index,"{""columns"":""id"",""is_unique"":true,""expression"":null,""index_name"":""generation_jobs_pkey"",""is_partial"":false,""is_primary"":true,""table_name"":""generation_jobs"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,generation_jobs.generation_jobs_status,index,"{""columns"":""status"",""is_unique"":false,""expression"":null,""index_name"":""generation_jobs_status"",""is_partial"":true,""is_primary"":false,""table_name"":""generation_jobs"",""index_method"":""btree"",""partial_predicate"":""(status = ANY (ARRAY['queued'::text, 'processing'::text]))""}"
S8_indexes,generation_jobs.generation_jobs_user_doc_type,index,"{""columns"":""user_id, document_id, job_type"",""is_unique"":false,""expression"":null,""index_name"":""generation_jobs_user_doc_type"",""is_partial"":false,""is_primary"":false,""table_name"":""generation_jobs"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,study_visuals.study_visuals_document_id_user_id_key,index,"{""columns"":""document_id, user_id"",""is_unique"":true,""expression"":null,""index_name"":""study_visuals_document_id_user_id_key"",""is_partial"":false,""is_primary"":false,""table_name"":""study_visuals"",""index_method"":""btree"",""partial_predicate"":null}"
S8_indexes,study_visuals.study_visuals_pkey,index,"{""columns"":""id"",""is_unique"":true,""expression"":null,""index_name"":""study_visuals_pkey"",""is_partial"":false,""is_primary"":true,""table_name"":""study_visuals"",""index_method"":""btree"",""partial_predicate"":null}"
S9_triggers,documents.validate_document_subject_ownership,trigger,"{""table_name"":""documents"",""trigger_name"":""validate_document_subject_ownership"",""action_timing"":""BEFORE"",""action_statement"":""EXECUTE FUNCTION validate_resource_subject_ownership()"",""action_orientation"":""ROW"",""event_manipulation"":""UPDATE""}"
S9_triggers,documents.validate_document_subject_ownership,trigger,"{""table_name"":""documents"",""trigger_name"":""validate_document_subject_ownership"",""action_timing"":""BEFORE"",""action_statement"":""EXECUTE FUNCTION validate_resource_subject_ownership()"",""action_orientation"":""ROW"",""event_manipulation"":""INSERT""}"
S9b_pg_triggers,documents.validate_document_subject_ownership,pg_trigger,"{""tgtype"":23,""tgenabled"":""O"",""table_name"":""documents"",""tgdeferrable"":false,""trigger_name"":""validate_document_subject_ownership"",""tginitdeferred"":false,""trigger_function"":""validate_resource_subject_ownership"",""is_constraint_trigger"":false}"
