section,object_name,detail_type,details
SA07_table_privileges,public.generation_jobs,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""generation_jobs"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.generation_jobs,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""generation_jobs"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA07_table_privileges,public.generation_jobs,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""generation_jobs"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA07_table_privileges,public.generation_jobs,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""generation_jobs"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""authenticated"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""service_role"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""postgres"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA07_table_privileges,public.study_visuals,table_privilege,"{""grantee"":""anon"",""grantor"":""postgres"",""relacl_raw"":""{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres}"",""table_name"":""study_visuals"",""table_owner"":""postgres"",""is_grantable"":false,""table_schema"":""public"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""postgres"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""anon"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""REFERENCES"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""TRIGGER"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""supabase_storage_admin"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":true,""table_schema"":""storage"",""privilege_type"":""MAINTAIN"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""service_role"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""INSERT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""service_role"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""SELECT"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""service_role"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""UPDATE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""service_role"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""DELETE"",""relacl_is_null"":false}"
SA08_storage_objects_privileges,storage.objects,storage_table_privilege,"{""grantee"":""service_role"",""grantor"":""supabase_storage_admin"",""relacl_raw"":""{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"",""table_name"":""objects"",""table_owner"":""supabase_storage_admin"",""is_grantable"":false,""table_schema"":""storage"",""privilege_type"":""TRUNCATE"",""relacl_is_null"":false}"
